2026-09-12 17:28:46,820 | INFO | src.pipeline | Building the HR Assistant
2026-09-12 17:28:46,821 | INFO | src.tracing | LangSmith tracing ENABLED - project 'HR ASSISTANT', traces at https://smith.langchain.com
2026-09-12 17:28:47,431 | INFO | httpx | HTTP Request: GET https://4d73c1a7-7cb5-47df-8af5-1d090b5f01d4.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_assistant/exists "HTTP/1.1 200 OK"
2026-09-12 17:28:47,435 | INFO | src.pipeline | Qdrant Cloud collection already exists, reusing it
2026-09-12 17:28:47,436 | INFO | src.vector_store | Connecting to existing Qdrant collection 'hr_assistant'
2026-09-12 17:28:47,440 | INFO | src.embeddings | Initializing the embeddings model 'jina-embeddings-v2-base-en'
2026-09-12 17:28:47,441 | INFO | src.embeddings | Loaded embeddings model
2026-09-12 17:28:47,486 | INFO | httpx | HTTP Request: GET https://4d73c1a7-7cb5-47df-8af5-1d090b5f01d4.eu-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-12 17:28:48,012 | INFO | httpx | HTTP Request: GET https://4d73c1a7-7cb5-47df-8af5-1d090b5f01d4.eu-west-1-0.aws.cloud.qdrant.io:6333 "HTTP/1.1 200 OK"
2026-09-12 17:28:48,031 | INFO | httpx | HTTP Request: GET https://4d73c1a7-7cb5-47df-8af5-1d090b5f01d4.eu-west-1-0.aws.cloud.qdrant.io:6333/collections/hr_assistant "HTTP/1.1 200 OK"
2026-09-12 17:28:48,808 | INFO | src.vector_store | Creating a retriever with top_k=3
2026-09-12 17:28:48,825 | INFO | src.llm | Initializing LLM via PORTKEY
2026-09-12 17:28:48,825 | INFO | src.gateway | Routing LLM calls through Portkey (provider=@hr-assistant)
2026-09-12 17:28:50,622 | INFO | src.agent | Creating HR agent with 1 tool(s)
2026-09-12 17:28:50,637 | INFO | src.agent | HR agent is ready
2026-09-12 17:28:50,639 | INFO | src.pipeline | HR assistant is ready to take questions
2026-09-12 17:28:58,104 | INFO | __main__ | *** Streamlit run: new question received
2026-09-12 17:28:58,108 | INFO | src.pipeline | User question: hi
2026-09-12 17:28:58,597 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-12 17:28:59,343 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-12 17:28:59,387 | INFO | src.pipeline | Final answer: Hi there! 👋 How can I help you today?
2026-09-12 17:28:59,588 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-12 17:29:06,758 | INFO | __main__ | *** Streamlit run: new question received
2026-09-12 17:29:06,762 | INFO | src.pipeline | User question: how to make a coffee
2026-09-12 17:29:07,386 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-12 17:29:07,880 | INFO | httpx | HTTP Request: POST https://api.portkey.ai/v1/chat/completions "HTTP/1.1 200 OK"
2026-09-12 17:29:07,886 | INFO | src.pipeline | Final answer: I’m sorry, but I don’t have that information.
2026-09-12 17:29:08,109 | INFO | httpx | HTTP Request: POST https://api.groq.com/openai/v1/chat/completions "HTTP/1.1 200 OK"
